,emotion,tweet
1815,sadness, Rajasthan  Covid_19  8 30pm update  277new  ve   6 Deaths reported 67  Alwar 60  Bharatpur 36  Jodhpur 34  Jaipur 12  Kota 11  Pali 10  Sirohi  Cumulative ve10876 Active ve 2513 Deaths 246 Migrants ve 3125 Cured 8117 Discharged 7714   Unlock1  StayHomeStaySafe Detailed chart   pic twitter com KVpb0UDH3o
1816,sadness, Rajasthan  Covid_19 8  June 8 30pm update  277new  ve   6 Deaths reported 67  Alwar 60  Bharatpur 36  Jodhpur 34  Jaipur 12  Kota 11  Pali 10  Sirohi  Cumulative ve10876 Active ve 2513 Deaths 246 Migrants ve 3125 Cured 8117 Discharged 7714   Unlock1  StayHomeStaySafe pic twitter com dVqpMUDOOs
1817,sadness, Rajasthan  Covid_19  8 30pm update  277new  ve   6 Deaths reported 67  Alwar 60  Bharatpur 36  Jodhpur 34  Jaipur 12  Kota 11  Pali 10  Sirohi  Cumulative ve10876 Active ve 2513 Deaths 246 Migrants ve 3125 Cured 8117 Discharged 7714   Unlock1  StayHomeStaySafe Detailed chart   pic twitter com e0StXm2RWO
1818,sadness, Rajasthan  Covid_19 10 30am update  Unlock1  97 new Positive   1 Death reported  Alwar 58  Sirohi 3  Bharatpur 4  Kota 12  Jhalawar 2  Jaipur 4  Dungarpur 6  Banswara 3  Bundi 2  Baran 1  Pali 2 Cumulative ve10696 Active  ve 2641 Deaths 241 Migrants ve 3095 Detailed report  pic twitter com yrVaN22OZX
1819,sadness, Rajasthan  Covid_19 10 30am update  Unlock1  97 new Positive   1 Death reported  Alwar 58  Sirohi 3  Bharatpur 4  Kota 12  Jhalawar 2  Jaipur 4  Dungarpur 6  Banswara 3  Bundi 2  Baran 1  Pali 2 Cumulative ve10696 Active  ve 2641 Deaths 241 Migrants ve 3095 Detailed report  pic twitter com enhx7u2azJ
1820,sadness, Rajasthan  Covid_19 8  June 10 30am update  Unlock1  97 new Positive   1 Death reported  Alwar 58  Sirohi 3  Bharatpur 4  Kota 12  Jhalawar 2  Jaipur 4  Dungarpur 6  Banswara 3  Bundi 2  Baran 1  Pali 2 Cumulative ve10696 Active  ve 2641 Deaths 241 Migrants ve 3095  StayHome pic twitter com KV91VrC1PU
1821,sadness, Rajasthan  Covid_19 10 30am update  Unlock1  97 new Positive   1 Death reported  Alwar 58  Sirohi 3  Bharatpur 4  Kota 12  Jhalawar 2  Jaipur 4  Dungarpur 6  Banswara 3  Bundi 2  Baran 1  Pali 2 Cumulative ve10696 Active  ve 2641 Deaths 241 Migrants ve 3095
1822,joy, Rajasthan  Covid_19 10 30am update  Unlock1  97 new Positive   1 Death reported  Alwar 58  Sirohi 3  Bharatpur 4  Kota 12  Jhalawar 2  Jaipur 4  Dungarpur 6  Banswara 3  Bundi 2  Baran 1  Pali 2 Cumulative ve10696 Active  ve 2641 Deaths 241 Migrants ve 3095 Detailed report  pic twitter com jd1L8tNNJ3
1823,sadness, Rajasthan  Covid_19 10 30am update  Unlock1  97 new Positive   1 Death reported  Alwar 58  Sirohi 3  Bharatpur 4  Kota 12  Jhalawar 2  Jaipur 4  Dungarpur 6  Banswara 3  Bundi 2  Baran 1  Pali 2 Cumulative ve10696 Active  ve 2641 Deaths 241 Migrants ve 3095 Detailed report  pic twitter com 5yEIRFRsLg
1824,joy, Rajasthan  Covid_19 10 30am update  Unlock1  97 new Positive   1 Death reported  Alwar 58  Sirohi 3  Bharatpur 4  Kota 12  Jhalawar 2  Jaipur 4  Dungarpur 6  Banswara 3  Bundi 2  Baran 1  Pali 2 Cumulative ve10696 Active  ve 2641 Deaths 241 Migrants ve 3095 Detailed report  pic twitter com Rq38Ar6tQj
1825,sadness, IndiaFightsCorona  Unlock1  June 2nd  10 30am  Rajasthan 33 33  COVID19  Update  171new  ve   2 Deaths reported  Bharatpur 70  Jaipur 34  Dausa 4  Jodhpur 12  Churu 2  Tonk 1  Dholpur 1  Jhunjhunu 4  Jhalawar 23  Alwar 10  Kota 10 Cumulative  ve 9271 Active  ve 2803 Deaths 201
1826,sadness, IndiaFightsCorona  Unlock1  June 2nd  10 30am  Rajasthan 33 33  COVID19  Update  171new  ve   2 Deaths reported  Bharatpur 70  Jaipur 34  Dausa 4  Jodhpur 12  Churu 2  Tonk 1  Dholpur 1  Jhunjhunu 4  Jhalawar 23  Alwar 10  Kota 10 Cumulative  ve 9271 Active  ve 2803 Deaths 201 pic twitter com xWJ3tLPziH
1827,sadness, IndiaFightsCorona  Unlock1  June 2nd  10 30am  Rajasthan 33 33  COVID19  Update  171new  ve   2 Deaths reported  Bharatpur 70  Jaipur 34  Dausa 4  Jodhpur 12  Churu 2  Tonk 1  Dholpur 1  Jhunjhunu 4  Jhalawar 23  Alwar 10  Kota 10 Cumulative  ve 9271 Active  ve 2803 Deaths 201
1828,sadness, IndiaFightsCorona  Unlock1  June 2nd  10 30am  Rajasthan 33 33  COVID19  Update  171new  ve   2 Deaths reported  Bharatpur 70  Jaipur 34  Dausa 4  Jodhpur 12  Churu 2  Tonk 1  Dholpur 1  Jhunjhunu 4  Jhalawar 23  Alwar 10  Kota 10 Cumulative  ve 9271 Active  ve 2803 Deaths 201 pic twitter com rGBCh5CKH2
1829,sadness, IndiaFightsCorona  Unlock1  June 2nd  10 30am  Rajasthan 33 33  COVID19  Update  171new  ve   2 Deaths reported  Bharatpur 70  Jaipur 34  Dausa 4  Jodhpur 12  Churu 2  Tonk 1  Dholpur 1  Jhunjhunu 4  Jhalawar 23  Alwar 10  Kota 10 Cumulative  ve 9271 Active  ve 2803 Deaths 201 pic twitter com dlwnvy7Kb7
1830,sadness, IndiaFightsCorona  Unlock1  June 2nd  10 30am  Rajasthan 33 33  COVID19  Update  171new  ve   2 Deaths reported  Bharatpur 70  Jaipur 34  Dausa 4  Jodhpur 12  Churu 2  Tonk 1  Dholpur 1  Jhunjhunu 4  Jhalawar 23  Alwar 10  Kota 10 Cumulative  ve 9271 Active  ve 2803 Deaths 201 pic twitter com 80iHVVRAgE
1831,sadness, June 2nd  10 30am  Rajasthan 33 33  COVID19  Update  171new  ve   2 Deaths reported  Bharatpur 70  Jaipur 34  Dausa 4  Jodhpur 12  Churu 2  Tonk 1  Dholpur 1  Jhunjhunu 4  Jhalawar 23  Alwar 10  Kota 10 Cumulative  ve 9271 Active  ve 2803 Deaths 201   IndiaFightsCorona  Unlock1  pic twitter com LbAuGqKXEr
1832,sadness, IndiaFightsCorona  Unlock1  June 2nd  10 30am  Rajasthan 33 33  COVID19  Update  171new  ve   2 Deaths reported  Bharatpur 70  Jaipur 34  Dausa 4  Jodhpur 12  Churu 2  Tonk 1  Dholpur 1  Jhunjhunu 4  Jhalawar 23  Alwar 10  Kota 10 Cumulative  ve 9271 Active  ve 2803 Deaths 201 pic twitter com BEjZtAUoKW
1833,disgust, Unlock1  Unlock  UnlockIndia Alwar City Unlocked   But Patriwaala   rikshah etc    https   twitter com preetpal_20 status 1264464777126043649  
1834,joy,He is Guddu Pandit  former MLA from Bulandshahr who is cutting his bday cake with an axe on the bonnet of car  Concept of social distancing has nothing to do with these people   Unlock1  Lockdown5 pic twitter com 2WYAErd9Ug
1835,joy,Happy to meet and serve 6 children at the  EarlyIntervention center in  Bijapur     CommunityServices  RehabilitationServices  SpecialNeedsChildren  APDIndia  Unlock1  pic twitter com WHwtz17PMc
1836,disgust,Swipe Karo Aur Jano CC Unlock 1 0       Things To Try   Experience It to believe it    Now Open   Surat   Sargam   Adajan  Silvassa  Vapi  Valsad  NH8  Anand  Udaipur  Bhilwara  Bhavnagar    unlock1 0  ccrocks   https   www instagram com p CBi0GlqBlKR  igshid 3sypprau0fu2  
1837,disgust, Shocking   Sand Mafia s tractor crushes SDM s driver in  Rajasthan s  Bhilwara  Tractor filled with illegal mined sand  Bajri  rolls over driver Kuldeep Sharma in  Jahazpur   With  Unlock1  the highly disturbed law and order of the state resumes again   https   www newindianexpress com nation 2020 jun 10 tractor with illegally mined sand runs over sdms driver 2154644 html  
1838,joy,MP Agricultural Minister  Shri Kamal Patel at Ujjain Mahakal with 50 others     ChouhanShivraj  OfficeOfKNath  coronavirus  Unlock1  pic twitter com e9eCTv9kT6
1839,joy,मह क ल क  शहर उज ज न स    79 द न ब द ख ल  म द र क  द व र  गर भग ह म   प रव श और भस म रत  दर शन स वन म   भ  ह  प ए ग  य  नह    यह मह क ल तय कर  ग   https   www bhaskar com jeevan mantra news mahakaleshwar temple ujjain after 79 days baba will open the doors of mahakal enter the sanctum sanctorum and see whether bhasmarti darshan can be done in the spring or not 127387782 html ref ht    Ujjain  Mahakal  Unlock1
1840,disgust,उज ज न म   म द र अनल क   79 द न ब द ब ब  क  जयघ ष क  स थ अ दर पह  च  भक त  मह क ल क  दर शन कर ब ल   बड   द न ह  गए थ  ब ब  न ह र  ह ए  https   www bhaskar com local mp indore news mahakaleshwar jyotirlinga opening darshan updates devotees lined up outside temple to darshan baba mahakal in ujjain 127387667 html    Ujjain  mahakal  Unlock1  pic twitter com 58DQGhbyeU
1841,joy,प र  च न प र भ र  ह  मह र ष ट र  IndiaFightsCorona  Maharastra  IndoreFightsCorona  StayHomeStaySafe  Mycleanindia  ICareForIndore  HealthForAll  indorenews  indorenewslive  corona  covid19  lockdown5  unlock1  Ujjain  dewas  indorecity  indore  india  indorenagari  IndoreBhopal pic twitter com llQhjUB7Ov
1842,anger, Unlock1   Shrines will open in Ujjain  but places of worship to remain shut in Bhopal  Indore   https   www hindustantimes com india news shrines will open in ujjain but places of worship to remain shut in bhopal indore story KgFQePVCxQbsVSvaTImY3O html   pic twitter com gLr0WTlzJW
1843,disgust,SAFETY MATTERS  Yours and so Ours        amazingbeginning  unlock1  safetyfirst  worldofcustomiseclothing   Ujjain  https   www instagram com p CA8AXt HKHN  igshid 14jlpxhsef969  
1844,joy,All The Best            indore  indorenews  indorenewslive  corona  covid19  lockdown5  unlock1  bhopal  gwalior  Ujjain  dewas  neemuch  mandsour  indorecity  Indori  CoronaVirusOutBreak  coronavirus  coronavirusmemes  india  madhyapradesh  guna  shivpuri  IndoreFightsCorona pic twitter com jHuUM9R6gD
1845,anger,Is it allowed to travel from Mumbai to Pune  Mumbai Pune exp way   Do we have to take pass for travel   Mumbai  Pune  Thane  Unlock1
1846,joy,Visuals  Salons reopen in Thane on Sunday   covid19  Unlock1  pic twitter com w3rbM36fIu
1847,disgust, Thane  Crackdown against double seat riding on  twowheelers  over Rs 73 lakh fine collected so far    lockdown  CoronaLockdown  Unlock1  https   mumbaimirror indiatimes com coronavirus news thane crackdown against double seat riding on two wheelers over rs 73 lakh fine collected so far articleshow 76480401 cms  
1848,disgust,No double seat allowed on any Bike  in  Lockdown  Else pay fine    Thane  Crackdown against double seat riding on  twowheelers  over Rs 73 lakh fine collected so far  lockdown  CoronaLockdown  Unlock1  RoadsOfBombay  thunderonroad  TMCaTweetAway  https   mumbaimirror indiatimes com coronavirus news thane crackdown against double seat riding on two wheelers over rs 73 lakh fine collected so far articleshow 76480401 cms  
1849,disgust, Thane  Crackdown against double seat riding on  twowheelers  over Rs 73 lakh fine collected so far  lockdown  CoronaLockdown  Unlock1  https   mumbaimirror indiatimes com coronavirus news thane crackdown against double seat riding on two wheelers over rs 73 lakh fine collected so far articleshow 76480401 cms  
1850,joy, lunchtime  LunchBreak  Unlock1   DigiBhau   Thane s  virtual  advisor  asks you to continue practicing  socialdistancing while you break for  lunch   teatime at  work to  staysafe during  CoronavirusPandemic    Share  TMCaTweetAway  TMCsmartcity  Info_Thane1 pic twitter com zFf1YSwL7x
1851,joy, OfficeofUT how many  Covid_19 tests are done on a daily basis in Mumbai  Thane  Kalyan  Dombivli  Ambarnath  Badlapur  Vasai  Virar  Navi Mumbai    Why is there unlock when there are less number beds hospital facilities  COVID19Mumbai  UdhavThackeray  Unlock1  LockdownFailed
1852,joy,Clear Do s   Don ts are needed for  IndiaFightsCorona     IndiaFightsCOVID19  Delhi  mumbai  Pune  Bengaluru  Chennai  Modi  chembur  COVID19India  Thane  UP  CoronavirusIndia  Indian  Maharashtra  Unlock1  LockdownFailed  Gujarat  Lockdown5  ICMR  IndiaFightsCoronavirus   pic twitter com vJuuvTJCmk
1853,sadness,ग  धळ उडत असल य न  कर मच ऱ य  मध य  त व र न र ज   व हत क च  स धन  व ढवण य च  म गण      Lockdown5  Unlock1  Thane  https   www loksatta com thane news passengers suffer due to inadequate transportation zws 70 2185213   
1854,sadness,What is  HomeQuarantine    Mumbai  Delhi  Lucknow  Chennai  Bengaluru  Indore  India  Rajasthan  haryana  Indians  lockdownindia    Unlock1  Modi  Mumbaikar  Pune  TamilNadu  Jaipur  Kolkata  UP  Ahmedabad  Gujarat  Maharashtra  thane  Indian  chembur  navimumbai  Gurgaon pic twitter com hTFHSL5FlN
1855,joy, CMOMaharashtra  TMCaTweetAway  thanecv is  COVID19 over It certainly seems from the attitude of people after  Unlock1 my local vegetable vendor in  thane  RustomjeeUrbania has gone back to old days where everyone is now cramping  picking choosing vegetables  NoSocialDistancing
1856,disgust,व हत क न य जन च य  अभ व म ळ  न करद र  न  त र स     Lockdown5  Unlock1  Thane  NaviMumbai https   www loksatta com thane news harassment of employees due to lack of transportation planning zws 70 2183386   
1857,disgust,म  बई ठ ण य त ल न करद र वर ग च  परवड  उपनगर  त न क र य लय च  प रव स त न त  प च त स  च   Lockdown5  Unlock1  Mumbai  Thane  https   www loksatta com mumbai news confusion of the working class in mumbai thane abn 97 2183269   
1858,joy,Never seen this place this peaceful       Unlock1  staysafethane  thane  pic twitter com GQ5EtKuVbx
1859,fear,म ख य रस त य  वर व हन  च य  र  ग   स र वजन क व हत क च य  अभ व म ळ  न करद र  च  ह ल     Lockdown5  Unlock1  Thane  https   www loksatta com thane news heavy traffic jams in thane after lockdown relief zws 70 2182512   
1860,joy, http   Olagarage com  is India s leading online platform for four wheeler  servicing  repairing   painting   and  detailing  tuesdayvibes  Unlock1  olagarage  branding  TuesdayThoughts  Care  Car  CarServices  Unlocked  NaviMumbai  Thane  Delhi  Pune  Google  TwitterTrends pic twitter com ezD6CUXCuF
1861,sadness,Breaking  80 वर ष य क र न  र ग ण शत ब द  र ग ण लय त न ब पत त   र ग ण लय प रश सन च  भ  गळ क रभ र स र च   https   www esakal com mumbai 80 year old corona patient disappears shatabdi hospital mismanagement hospital administration    Sakal  covid19  SakalNews  thane  mumbai  Corona  lockdowneffect  CoronaVirus  MarathiNews  MissionBeginAgain  Unlock1
1862,joy,The world is reopening  So are we    unlock1 0   missionbeginagain  realtorlife  realtor  property  home  office  mumbai  thane  realtorsofinstagram  propertyfinder pic twitter com OugNUZyXJ2
1863,joy,Thane Rural   Queue for bus near Bhayandar station today  Unlock1  pic twitter com KSSx9gNtZs
1864,joy,Crowd at Marine Drive on Sunday  Crowd today to get inside the bus  With limited transport the 1st day itself led to chaos   I don t know what will happen in next few days    MissionBeginAgain  Unlock1  Mumbai  Thane
1865,joy, Throwback  traditionalwear  photoshoot  mondaythoughts  MondayMotivation  Unlock1  fashionworld  fashionista  model  beauty  beautyqueens  BeautyBlogger  deewrite  Thane  mumbai  mumbaifashion  desigirl pic twitter com n2jiyOfout
1866,disgust,Can the  Pune curve flatten soon          PuneFightsCovid19  India  MaharashtraBachao  thane  punelockdown  maharastra  UddhavThackeray  Mumbai  CoronaUpdatesInIndia  COVID19India  Unlock1  maharashtralockdown  punekar  CoronavirusIndia  navimumbai  PCMC    pic twitter com KFLESImdXy
1867,joy, UNLOCK1   Easing the lockdown  Shops in Thane opened amid confusion and chaos   reports  Meghapol    https   www hindustantimes com india news easing the lockdown shops in thane opened amid confusion and chaos story MOrUugzVoX9AnhITRnVxbP html   pic twitter com nm75uBTkaO
1868,disgust,Inter District Movement Allowed in Mumbai Metropolitan Area  People Can Travel Between Mumbai  Mumbai Suburban  Thane  Palghar And Raigad Districts  CMOMaharashtra  Mumbai  Lockdown  MissionBeginAgain  Unlock1  https   www latestly com india news inter district movement allowed in mumbai metropolitan area people can travel between mumbai mumbai suburban thane palghar and raigad districts 1800615 html  
1869,disgust,Inter District Movement Allowed in Mumbai Metropolitan Area  People Can Travel Between Mumbai  Mumbai Suburban  Thane  Palghar And Raigad Districts  CMOMaharashtra  Mumbai  Lockdown  MissionBeginAgain  Unlock1  https   www latestly com india news inter district movement allowed in mumbai metropolitan area people can travel between mumbai mumbai suburban thane palghar and raigad districts 1800615 html  
