,index,labels,tweet
12375,20243,neutral,instant internet marketing empire  bonus recoup your investment in  hours or less  httpvurmemegainternetwealthmegaredpacket
12376,20245,love,ur wlcm  the pleasure is all mine   jackie
12377,20246,happiness,brought some new glass for my camera
12378,20247,love,to all my beautiful followers  check me out on youtube maybe wwwyoutubecomusertheboomtube thnx loads
12379,20249,neutral, you dont get that from marcus i must say  sambradley
12380,20251,happiness,goooooood morning
12381,20252,sadness, hey hunnie  how are u i miss talkin to u ty for the follow
12382,20253,happiness,says good evening  httpplurkcomprqhl
12383,20255,neutral, ta babe you know me i do love your curried
12384,20256,worry,uggg my computer is running sooo slow today its driving me batty guess its time to remove files and defrag again ugg want a mac
12385,20258,sadness,does not want to go to school oh well i get out early anyways
12386,20259,neutral, get my  out the door and go to work   im goin im goin
12387,20260,worry, i wish i couldve been there demi you need to throw in a toronto canada show this summer please
12388,20261,love, new album is truly genius so happy with it
12389,20262,neutral,well that is nice  loving the new friends organiser too
12390,20263,sadness, its a dreary monday morning and i slept like give me a break
12391,20264,sadness, i think he thought about it but then i sneezed on him
12392,20265,neutral,browsing  find everything about university  interior design
12393,20268,happiness,birthday girl in the house tweet tweet suckas
12394,20270,happiness,yay i won at the  bags giveaway from  and those bags are so pretty or maybe ill have a belt well see
12395,20272,happiness, ohhhh excellent songhello my friend
12396,20274,happiness, feeling better now that it breakfast time
12397,20276,neutral,  trying tweetdeck have seen you are twittering with that programme so i thought i should give it a try
12398,20278,happiness, httpwwwthinkgeekcombooksnonfictionb  get me one of those and maybe next time
12399,20279,love, keeping doing your thing your inspiration for all black women sending positive energy your way
12400,20280,happiness, oh okay cool
12401,20281,worry, dreamwidth a new journaling site that just went into open beta
12402,20282,happiness,off to the banks to get this thing rolling hooray for days off
12403,20283,love,i kinda forgot how much i love the darkness
12404,20284,happiness, would love to see that
12405,20285,neutral, weeks today untill my th birthday yahoo
12406,20286,love, lol i dont know but you dont need the plant ill give you a hug instead hugs
12407,20288,neutral, hey you
12408,20290,neutral, hmm should be okay with any of em  dm me your email and ill send the install notes over
12409,20291,neutral, thankyooooou
12410,20293,neutral,ey twitters home again from school and im still cold and i havent planned nothing today just take it easy
12411,20294,love,happy star wars day twitters  httpmigremesie 
12412,20296,neutral,dont worry i wont  ill send it to you as soon as i land in delhi ill let you know about the price in a little while
12413,20297,love, httptwitpiccomjam  beautiful landscape it seems very quiet
12414,20299,happiness, propellerheads has been on my harddrive for a long while just got my music repo back in shape this we and felt nostalgic
12415,20301,neutral, why
12416,20302,neutral, if youve jailbroken or went to  early prepare to be bricked
12417,20303,happiness, cool your too good to me you know
12418,20304,love,had an awesome weekend and an awesome turn out to my rummage sales on friday and saturday
12419,20305,happiness,saw fiddler with topol the girls looooved it  next month annie th row cant wait trip  the music store for fiddler sheet music
12420,20308,neutral, hey not anymore im back now
12421,20309,love,had the best wknd with her man and levi and sara love u guys
12422,20312,neutral, good afternoon jonas brothers  x
12423,20313,happiness,happy starwarsday may the th be with you  from everyone paintball
12424,20315,neutral,morning  tweet tweet
12425,20317,happiness,buenos dias mundo de twitter  eating bfast and watching sex on fire video b i go to work 
12426,20318,love, well how ya gettin on lol love frm ireland
12427,20319,worry,computers are a great distractionbut sometimes you should be exercising to getting your chores done instead
12428,20320,neutral,jacqueline wilson day on cbbc
12429,20321,love,on route home parents th wedding anniversary day gona take em  dinner  lets c if i find a woman i can be getha with  that long
12430,20322,happiness, hey miss jane how are you how goes the film hope all is good with you and your family
12431,20325,love,i hate school but i love chiodos
12432,20327,sadness, youre right you dont do sympathy very well
12433,20332,happiness, haha nuu  solo qoincideencia  en seriooo
12434,20333,neutral,is going to rye house speedway
12435,20335,worry, i know im so slow its horrible dont tell on me
12436,20337,neutral,dahsar thanxs hun you too
12437,20338,love,gamefan thanks  i love misery business paramore is such a great band
12438,20339,happiness,at school rusty just put oh it is love on my ipod awh
12439,20341,happiness,good morning monday  i feel as though you came to visit too early but i am happy to see you none the less
12440,20342,love,happy birthday to 
12441,20343,worry,byspork we shall see
12442,20344,love, lol thanks for showing me s site i wont tell hubby if you wont
12443,20345,happiness,in bed eating chocolates after  super parties yay  playing with the new camera  could i be an amazing photographer
12444,20346,neutral,hahah ive got ginger hair nao
12445,20347,happiness,is also very excited for the blazin squad revival  im rooting for em their new song httptinyurlcomdztms
12446,20349,happiness,  helloooo 
12447,20350,neutral,wallace and gromit is on bbc
12448,20352,happiness, im looking forward too see and hear you in norway live fast
12449,20354,worry,  it you dont look well you have to go home
12450,20355,love,monday and i am at work and the legs are a still hurting a little smile
12451,20356,love, happy bday ma freaaaaaaak  
12452,20357,happiness,after workhillcats game    cent hot dogs haha
12453,20358,happiness,its gonna be a beautiful day
12454,20362,worry,is worried  hopeful that i cought giardia from the foam tonight
12455,20364,love,reminising on such a wonderful day yesterday with my family and my love  nothing like shooting some basketball with the men in my life
12456,20367,love,might be seeing my god mothers little boy in a bit   leon so cute 
12457,20369,happiness,new stripey top day
12458,20370,happiness,im a  reagan con according to this quiz httpquizfarmcomrunphpquizrunner
12459,20371,worry,time for me to go to bed am very tired catch up with you all in a couple of days when i land  recover from flying to denmark
12460,20372,happiness,one final down two to go
12461,20373,neutral, cheers we will defo give you a call
